Text,'Love','Joy','Anxiety','Sorrow','Expect','Hate','Surprise','Anger',pred
我对 流行歌曲 此举 完全 率 性 而 为 原因 从未有过 这样 内容 流行歌曲 传统 文化 淋漓尽致 地 推 至 前台,1,0,0,0,0,0,0,0,Love
从那之后 我又 看 数 首 方 文山 歌词 颇感 有趣,1,0,0,0,0,0,0,0,Joy
较之 那些 无病 呻吟 歌词 方 文山 歌 写 得 古风 习习 韵味 无穷,1,0,0,0,0,0,0,0,Love
年轻 时 也 喜 创作 眼高手低 所以 至少 二十 年 不再 创作 也 不 去 欣赏 味同 嚼 蜡 创作 ； 觉得 大千世界 芸芸众生 欣赏 实景 已 来不及 就 不再 耗费 人生 欣赏 那些 劳什子,1,0,0,0,0,1,0,0,Love
今天 湖南 台 零点 锋 云 安排 下 与 方 文山 一晤 匆匆 聊 聊 他 歌词 创作 聊 得 投机 他 送 本 新书 中国 风 收录 他 歌词,0,1,0,0,0,0,0,0,Joy
歌词 结集 并 不 多 见 从中 可以 看出 方 文山 从 内心 喜爱 中国 传统 文化 而 不 应 景 生 往 古典文学 上 靠,1,0,0,0,0,0,0,0,"Love,Hate"
所以 他 娘子 东风破 发 如雪 菊花 台 等等 都 写 得 回肠荡气 不 听 歌 仅 读 歌词 就 感慨万千,1,0,0,0,0,0,0,0,"Love,Sorrow"
一直 强调 文化 由 精英 创造 大众 传播,1,0,0,0,0,0,0,0,Expect
以 流行歌曲 形式 如此 广泛 地 传播 传统 文化 方 文山 前 恐 无 人 去 做,1,0,0,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
今天 社会 已 无可 避免 地 淡化 传统 文化 重新 拾 起 它 又 做 得 旌旗 猎猎 并非 易事,1,0,1,0,0,0,0,0,"Love,Hate"
远离 文化 过 久 感情 自然 淡 许多 重新 唤回 民族 文化 情感 尚有 漫长 路 走,0,0,1,0,1,0,0,0,"Sorrow,Expect"
从小 处 做 起 方 文山 走 他 坚实 步 不管 你 认可 流行歌曲 与否 一支支 流行歌曲 早已 今天 年轻人 之间 传唱 不经意 间 感染 着 缺少 传统 文化 年轻 一代,1,0,0,0,0,0,0,0,"Love,Joy"
下班 时 急 着 把 摞 书 放 进 口袋 由于 书 多 放 时候 还 犹豫 一下 是否 分 次 拿 可心 懒 捏 住 摞 书 就 塞 进 书袋 手 歪 拇指 被 本 厚 杂志 封面 剌 一个 口子,0,0,1,1,0,0,0,0,Anxiety
口子 挺 深 鲜血 毫不客气 地 流 十指连心 地 疼,0,0,0,1,0,0,0,0,Sorrow
吸 溜 着 嘴 也 吸 溜 着 心 处 找 创可贴 我知道 厨房 一定 备有 那 玩艺儿 但 想不起 厨房 电话 就 问 办公室 办公室 说 随即 包 上 了事,0,0,1,0,0,0,0,0,"Joy,Expect"
说来 也 怪 创可贴 可能 止痛剂 贴 上 立马 就 不怎么 疼 以至 睡觉 前 好 伤疤 忘 疼 　,0,1,0,0,0,1,1,0,"Anxiety,Sorrow"
我看 那 创可贴 有点儿 脏 想在 睡觉 前 换 块 忽然 想 起 小时候 受伤 包扎 情景,0,0,0,1,0,1,0,0,Sorrow
这 代 人 小时候 摸 爬 滚 打 不 受伤 不 算是 男子汉 记得 受伤 医务室 包扎 清创 不管 多 大 伤口 护士 用 都 生理盐水 那个 疼 才 叫 真正 疼,0,0,0,1,0,0,0,0,Sorrow
然后 过 几 天 等到 包扎 纱布 脏得 成 黑 蛋 才 又 去 医务室 换药 换药 时 护士 也 重手 重 脚 一点儿 怜悯 心 都 没有,0,0,0,0,0,1,0,0,Sorrow
现在 可 方便 在家 换 于是 我就 撕下 创可贴 看 看 伤口 已经 愈合 也 不 疼 心 里 犹豫 还 用不用 再 贴 块,0,1,1,0,0,0,0,0,Anxiety
结果 脱衣 时 不知 怎么 又 碰 一下 伤口 伤口 裂开 血流 如注 比 受伤 时 还 邪乎 疼 得 都 找 不 创可贴 心 大 悔 何苦 来哉,0,0,0,1,0,0,0,0,Sorrow
每个 人 生活 中都 这样 小事 自作 聪明 忽略 事情 潜在 危险 有时 心里 预感 也 满不在乎 总 怀有 侥幸 心理 ； 但 事实 大都 无情 教训 实属 正常,0,0,1,1,0,1,0,0,Sorrow
只是 能否 重视 教训 接受 教训 改正 错误 手上 剌 口子 小事 大事 不 记 教训,0,0,0,1,0,0,0,0,Expect
天下 雪 为 谭 雪,1,0,0,0,0,0,0,0,Love
谭 雪 把 弹 剑 视为 弹 雪,1,0,0,0,0,0,0,0,Love
她 剑锋 所 弹 出 心曲 弹 出 意境 渐渐 逼近 北京 奥运会 金牌,1,0,0,0,1,0,0,0,Love
紫禁城 下 中轴线 北端 奥林匹克 公园 击剑 馆 雨 夜 气 泛起 微 凉 但 剑气 却 森 寒,1,0,1,0,0,0,0,0,Anxiety
虽然 盛夏 但 天下 雪 雪意幽深 雪 势 强劲,1,0,0,0,0,0,0,0,Love
这 雪 来自 中国 女子 佩剑 第一 剑客 谭 雪 与 诡异 乌克兰 女 剑 手 窒息 般的 论剑 留下 串 忧愤 难 平 雪 怨,0,0,1,1,0,1,0,0,Sorrow
这 来自 天津 塘沽区 美妙 剑客 六 年 前 曾 剑 扫 里斯本 夺得 ２００２年 世锦赛 女子 佩剑 个人 冠军,1,0,0,0,0,0,0,0,"Love,Joy"
但 这也 天下 雪 目前 为止 惟一 世界 冠军,0,0,0,1,0,0,0,0,Joy
２００３年 世锦赛 她 身为 亚军 ； ２００４年 雅典 奥运会 她 挂 上 银牌 ； ２００８年 北京 奥运会 她 折 剑 于 女 佩 个人 八 强 战,0,0,0,1,0,0,0,0,Sorrow
以 天下 雪 很 想 女 佩 团体 乌 决战 身前 悬 金,0,0,0,0,1,0,0,0,Expect
但是 谭 雪 拿 依然 银牌 尽 咫尺 金牌 乌克兰 人 冷 血 追 击中 渐渐 模糊 渐渐 遗落,0,0,0,1,0,0,0,0,Sorrow
对手 冷 血 像 簇簇 冷 雪 笼罩 着 谭 雪 谭 雪 已 无力 弹 雪 雪 很 沉 很 厚 压在 谭 雪 意识 压在 她 玉 腕 上 压在 她 剑锋 上 压在 必须 分 出 胜负 那 一剑 上,0,0,1,1,0,0,0,0,"Anxiety,Sorrow"
那 一剑 风情 哪里,0,0,0,1,1,0,0,0,Sorrow
那 一剑 风情 雪里,1,0,0,0,0,0,0,0,Love
但是 雪 已 止住 一剑 无力 封 喉 一剑 竟然 沉沦,0,0,0,1,0,0,1,0,"Anxiety,Sorrow"
谭 雪 把 一个 奢华 赛点 让给 对手 ４４ 平 最后 一剑 比 电光石火 慢 多,0,0,0,1,0,0,0,0,Sorrow
为什么,0,0,1,1,0,0,1,0,Anxiety
因为 裁判 都 看 晕 录像 都 分辨 不 清 鹰眼 都 接近 崩溃 双方 得分 灯 同时 亮 进入 裁判 漫长 分析研究 阶段,0,0,1,0,0,0,0,0,"Anxiety,Sorrow"
谭 雪 和 对手 等待中 期待 命运 垂青 这种 等待 对 剑客 痛苦 也 很 无聊,0,0,1,1,1,1,0,0,"Anxiety,Sorrow"
这 也许 就 击剑 运动 胜负 理念 上 不足 关键 时刻 需要 裁判 干涉 决定 胜负 人为 因素 多 不 够 自然,0,0,0,0,0,1,0,1,"Anxiety,Hate"
裁判 却 各 打 五十 大 板 当 一个 老好人 判 谁 都 不 得分 继续 最后 一剑 定 输赢,0,0,0,0,0,1,0,1,Sorrow
天 这 剑 不 算,0,0,0,0,0,0,1,1,Anxiety
裁判 不解 谭 雪 那 剑 风情 如此 气 夺 风云 一剑 只 算作 刺中 空气 化为 无稽 谈 沦为 片 荒诞,0,0,0,1,0,1,0,1,"Anxiety,Sorrow"
这要 武侠 大师 古龙 和 温 瑞安 现场 看 比赛 早 跟 裁判 急 你 这么 把 高手 剑 给 毁 吗,0,0,1,0,0,1,0,1,"Anxiety,Anger"
西门 吹雪 和 叶 孤城 更 急 俩 高兴 比 剑 决 胜负 还 裁判 跟 这儿 五迷 三 道 决策者,0,0,1,0,0,1,0,1,Joy
这 剑 无 胜负 下 剑 请 出手,0,0,0,0,1,0,0,0,Expect
我再 说 遍 —— 电光石火 间 不 电光 火石 间 后面 那 病句,0,0,0,0,0,1,0,0,Expect
焦灼 等待 谭 雪 剑气 已 散 对手 哈 兰 剑 锋 正 锐 哈 兰 让 过 谭 雪 突刺 回手 一剑 正中要害,0,0,1,1,0,0,0,0,Anxiety
中国 剑客 没有 绝尘 而 去 金牌 却 已 绝情 而 去 这个 哈 兰 中国 女 佩 梦幻 开局 无情 击 碎 中国 剑客 十 剑 领先 巨大 优势 生生 逆转 难道 非得 请 出 西门 吹雪 才 能 制服 神奇 哈 兰,0,0,0,1,1,1,0,0,"Love,Anxiety,Sorrow"
天下 瑞雪 剑 坛 谭 雪 白衣 胜 雪 年代 里 也 一剑 伤 悲,0,0,0,1,0,0,0,0,Sorrow
中国 剑客 最后 一剑 倒下 裁判 稀奇 古怪 判罚 饮恨 事例 已经 很 多 虽然 雪 满 山 高士 卧 但 天下 雪 时节 有时 也 沉冤 难 雪,0,0,0,1,0,1,0,0,Sorrow
这 不平 夜 为 谭 雪 奏 曲 天下 雪 好 吗,1,0,0,0,1,0,0,0,"Love,Expect"
还有 一首歌 叫 认真 雪 不知 夙愿 未了 谭 雪 一旦 认真 起来 能否 她 ２８ 岁 时 还 能 携 剑 于 伦敦 城下 再次 慷慨 论 剑,1,0,0,0,1,0,0,0,Expect
相信 她 —— 能,1,0,0,0,1,0,0,0,Expect
因为 天下 雪 还 未 一剑 平 天下,1,0,0,0,1,0,0,0,Sorrow
深夜里 正 做 着 一个 遥远 梦 迷迷糊糊 就 听见 声 巨响 浑沌 就 知道 猫 闯祸,0,0,0,0,0,0,0,1,Anxiety
定 定神 才 爬 起来 看见 客厅 桌子 上 花瓶 已 不 桌上 碎 成 无数 瓣 满地 狼藉 鲜花 躺 地上 依旧 还是 那么 鲜艳 全家 都 起来 可 猫 们 早已 不知去向,0,0,0,0,0,0,0,1,Sorrow
如果 我还 年轻 肯定 会 大呼小叫 地 斥责 猫 们 也 不管 哪 只 猫 干,0,0,0,0,0,0,0,1,Hate
这会儿 估计 猫 也 知道 错 它们 最 清楚 谁 闯 祸 谁 被 冤枉 可 不 知道 所以 不 能 一概 批评 只好 本着 疑罪 从 无 现代 法律 精神 不 追究 任何 只 猫 错误,0,0,0,0,0,0,0,1,"Anxiety,Sorrow,Hate"
只 猫 都 新 来 昨天 进 家 犄角 旮旯 躲 天 今天 刚刚 适应 环境 就 闯下大祸,0,0,0,0,0,0,0,1,"Anxiety,Sorrow"
书 上 和 主人 都 告诉我 这种 猫 叫 布偶 猫 温顺 老实 恬静 文雅 会 成为 你 愉悦 伴侣,1,1,0,0,0,0,0,0,Love
这 深更半夜 老实 文雅 猫 让 我再 也睡 不 着 颇感 种 幽默 愉悦,1,1,0,0,0,0,0,0,Joy
人生 许多 成熟 标志 会 表现 小处 不经意 心态 如果 玩味 才 知 什么 人生 成熟,1,0,0,0,0,0,0,0,Joy
斥责 别人 犯 下 错误 不 施以 宽容 态度 乃 人之常情 犯 错误 理应 承担 责任 乃 人 常理 但 人生 玄妙 正 在于 此 不 常情 常理 就 一定 表达 而 可以 选择 另 种 态度,1,0,0,0,0,0,0,0,"Anxiety,Expect"
这 态度 就 随遇而安 宽容 为 怀,1,0,0,0,0,0,0,0,Love
年轻 时 做到 这 层 恐 困难,0,0,1,0,0,0,0,0,Anxiety
经历 多 阅历 深 就 会 日积月累 经验 转化 为 种 自觉 行为 不 去 计较 人生 不可避免 小事,1,0,0,0,0,0,0,0,"Joy,Expect"
我对 人生 态度 事情 再大 也 小事 人情 再 烦 也 喜剧 ； 小事 善待 喜剧 看待 世界,1,0,0,0,0,0,0,0,"Love,Joy,Expect"
多年 以来 一直 对 多 算命 相面 看 手相 等 均 持 不 信 态度,0,0,0,0,0,1,0,0,Hate
年 编辑部 办 笔会 与会 作家 们 个个 都 人 尖子 能掐会算,1,0,0,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
一个 作家 算命 本事 大 文学界 颇 名气 早有 耳闻 所以 那 次 笔会 闲暇 时光 大家 都 依次 找 他 挂号 算命 以 博一 粲,1,0,0,0,1,0,0,0,Expect
领导 那 次 心血来潮 创作 班 来 探望 顺便 预定 请 他 算命,1,0,0,0,1,0,0,0,"Joy,Expect"
由于 领导 他 就 不 能 信口 开河 郑重 定下 时间 第二 天 午休 正式 算命 还 装模 作样 地 表态 说 得 认真 准备 一下 云云,0,0,0,0,0,1,0,0,Anger
当天 夜里 这位 算命 作家 敲 开 我的 门 与我 殷勤 地 聊天 话 老 往 领导 过去 上 引,1,0,0,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
我不 省 油的 灯 敏感 地 发觉 他 聊天 目的 告诉 他 领导 过去 等 明天 算命 再说,0,0,1,0,0,0,0,0,"Anxiety,Expect"
算命 大师 一看 事情 败露 索性 直言 告 算命 不过 游戏 多 了解 一下 背景 做 一下 功课 就 假戏真做,0,0,0,0,0,1,0,0,"Sorrow,Hate"
为了 第二 天 游戏 把 所 知 领导 秉性 以及 过去 点滴 全盘 托 出,0,0,0,0,0,1,0,0,Expect
第二 天 算命 时 我不在 现场 但 事后 领导 拍 着 肩膀 说 大师 就 大师 不服 不行,1,0,0,0,0,0,0,0,Joy
本想 戳穿 大师 但 看 领导 深信不疑 兴奋 劲儿 也 没 好再 当众 泼冷水,0,0,0,0,0,1,0,0,Anger
这 事 让 我对 算命 印象 非常 不好,0,0,0,0,0,1,0,0,"Sorrow,Anger"
其实 算命者 都 心理学家 有的 无师 自通 感受 对方 心理 变化 时 做 娴熟 尽量 选择 模棱两可 语言 一旦 发现 与 事实 不符 还有 弥补 机会 心理 大师 加上 语言 大师 再 加上 忽悠 民间 就 会 称 他 算命 大师 几十 年 来 我见 过多 人 大同小异,1,0,0,0,0,1,0,0,Hate
音乐 最早 传播 形式 就 无线 但 限定 听力 所 及 范围 内 演唱 演奏者 听众 随时 可以 亲近 人,1,0,0,0,0,0,0,0,Love
但 留声机 发明 音乐 一改 古老 传播 形式 通过 媒介 无 地域 限制 地 更加 广泛 传播 开来 听众 与 演员 可以 不 见面 后来 收音机 录音机 ＶＣＤ ＤＶＤ ＭＰ３ 以及 手机 网络 下载 使 音乐 更加 广泛 传播 并 没有 国界,1,0,0,0,0,0,0,0,"Love,Joy"
中国 移动 一年 一度 音乐 下载 总结 —— 咪咕汇 北京 工人 体育馆 盛装 举行,1,0,0,0,0,0,0,0,Joy
应邀 与 余 秋雨 先生 一同 为 王 力宏 周杰伦 成 龙三 人 宣布 成果 每个 人 头衔 不 同 王 力宏 —— 下载 最 畅销 歌手 ； 周杰伦 —— 最佳 创作 歌手 ； 成龙 —— 最 具 爱心 金 曲 ； 现场 观众 热情 四射 尖叫声 一阵 高 过 一阵 这 让 深知 今天 大众 文化 重要性,1,1,0,0,0,0,0,0,Joy
年初 时候 周杰伦 在春 晚上 唱 曲 青花瓷 歌词 优美 曲调 委婉 让 惊讶,1,0,0,0,0,0,1,0,"Joy,Surprise"
青花 这样 一个 本 与 歌曲 似乎 无关 事物 竟然 出现 在春 晚 这 最佳 传播 平台 可见 社会 文化 需求 已 踏 上 一个 新 层面,1,0,0,0,0,0,1,0,"Joy,Surprise"
我为 此 写 过 短文 推崇 过 这种 精神 文化 行为 所以 我在 晚会 上 说 ： 我在 百 家 讲坛 讲 十 课 青花瓷 不 敌 周杰伦 唱 支 青花瓷 ； 并 希望 他 机会 把 中国 陶瓷 创作 出 一个 系列,1,0,0,0,1,0,0,0,"Love,Expect"
中国 移动 推广 无线 音乐 显然 超出 预设 功能 范围 ； 利用 无线 电话 普及 把 音乐 再度 扩大 普及 机会 历史性 地 交给 移动 打开 条 又 新 又 广 通道 使 无线 真正 地 无线 让 历史 无线 拓展 不再 任何 限制 受惠 于 更 多 人,1,0,0,0,1,0,0,0,Joy
离开 北海道 最后 天 又 大雪纷飞 尤其 北海道 著名 小 樽 滑雪场 其 雪 状态 只 字 可以 形容 —— 肆虐,1,0,0,0,0,1,0,0,"Anxiety,Hate"
大雪 使 世界 失去 颜色 只留下 白色,0,0,0,1,0,1,0,0,Sorrow
即使 你 目力 再好 也 看 不 透 纷纷扬扬 雪花 北海道 雪花 像 画笔 一样 笔 又一 笔 地 涂抹 大地 直到 天地 间 变成 完全 洁白 世界,1,0,0,0,0,0,0,0,Love
上山 时 尽管 风 带 雪 但 脚下 鞋子 还是 挺 给 劲儿 试 几 下 并不 滑,1,0,0,0,0,0,0,0,Joy
走 最后 慢慢 欣赏 这 难得 美景,1,0,0,0,0,0,0,0,"Love,Expect"
由于 天 冷 只好 把手 揣 裤兜 里 奋力 迎风 上坡 谁知 大雪 填平 一切 坑洼 一个 趔趄 终于 也没 挺住 直挺挺 地 一个 马趴 摔倒 在地 上,0,0,0,0,0,1,0,0,Sorrow
清楚 地 看见 雪地 迎面 而 来 双手 被 限 没 能 帮 上 任何 忙 就 听 胸前 嘎吱 声响 然后 就 剧烈 疼痛 抬 一下 头 看见 前行 不 止 队伍 一瞬间 有些 绝望 想起 当年 红军 爬 雪山 掉队 同志 们,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
终于 有人 看见 摔 风雪 向 跑 来 搀扶 起身 拼命 站 起来 这 种 耻 感 文化 作用 据说 中国 人 耻 感 文化 特重 让 人 搀扶 不 用的 表现,0,0,0,0,0,1,0,0,"Love,Sorrow"
可 没有 和 每 一个 着 中国 传统 文化 人 一样 逞能 眼 都 疼 黑 还 嘴硬 说 没事 硬撑 着 大家 同 去 同 回,0,0,0,1,0,1,0,0,"Anxiety,Sorrow"
摔 一跤 不 光荣 也 不 算 耻辱,0,0,0,1,0,0,0,0,Expect
幼时 不会 走路 小心 摔跤 ； 老 依赖 经验 更 小心 摔跤 好在 这次 伤 得 不 重 伤 北海道 风雪,0,0,1,1,0,0,0,0,"Joy,Sorrow"
今天 西方人 除夕 华灯 初 上 时 就 算是 平安夜,1,0,0,0,0,0,0,0,Joy
除了 电视台 没有 春 晚 外 街上 热闹 不 比 过年 差,1,0,0,0,0,0,0,0,Joy
红男绿女 过 洋 节 也 不管 这些 该 开车 还 开车 该 打 车 还 打 车 就算 堵 路上 欣赏 一下 洋 节 街景 也 不失 件 快乐 事,1,1,0,0,0,0,0,0,Joy
掰 着 指头 算 这 洋 节 咱 也 没 过 几 年 甭 说 小时候 就 成人 也 搞 不 清 平安夜 究竟 哪 天 圣诞老人 早年 记忆里 非常 模糊 象 遥不可及 童话,1,0,0,0,0,0,0,0,"Sorrow,Expect"
改革 开放 圣诞节 随 西 方 资金 一同 涌进 中国 很快 生根 发芽 让 中国 人 尤其 商人 不得不 重视 这个 节日 摆 几 棵 圣诞树 挂 一溜 彩灯 树 底下 放 些 空空如也 礼品 包 装装样子 ……,0,0,0,0,0,1,0,0,Love
这些年 西洋 新年 比 新年 城市 里 还 显得 隆重 聚餐 表演 抽奖 把 外国人 家庭 亲情 转化 为 社交,1,0,0,0,0,0,0,0,Joy
什么 事 中国 准 得 改变 一些 圣诞节 西方人 眼中 家庭 团聚 守候 新年 到来 亲情 融融 而 除夕夜 也 这样 不 放 爆竹 不 出 屋 包包 饺子 享受 亲情 ……,1,0,0,0,0,0,0,0,"Joy,Expect"
中国 文化 几千 年 积累 中大量 吸取 外来 文化 农 耕 民族 与 游牧 民族 轮流 执政 历史 中华 民族 大量 吸收 改良 外来 文化 让 一切 可能 为 所 用 文化 融 进 古老 中华 文明 之中 正是 这种 海纳 百川 有容 乃大 襟怀 让 中国 人 享受 文化 同时 还 能 享受 外来 文化,1,0,0,0,0,0,0,0,"Love,Joy"
一般 人 一般 不 去 设想 老 时候 说 老 指 丧失 活力 行动 受限 思维 迟钝 甚至 大脑 萎缩 总之 需要 别人 照 顾 才 能 生活 这样 种 境地,0,0,0,1,0,1,0,0,"Anxiety,Sorrow"
随着 生活 质量 提高 医学 进步 文明 进一步 提 出 要求 全体 社会 必须 考虑 老年人 生存 质量,1,0,0,0,1,0,0,0,Expect
日本 老人院 看到 令 人心 颤 幕 多 老年人 如同 孩童 一般 围 坐 桌子 面前 每个 人 脸上 表情 完全 副 天真 孩子 像 先是 惊愕 片刻 然后 渴望 交流 那些 志愿者 则 象 哄 孩子 似的 做 着 幼儿园 小班 常见 游戏 竭力 让 他们 开心,0,0,0,1,1,0,1,0,"Anxiety,Expect"
而 老人 对 游戏 反应 真诚 但 不如 孩子 们 灵活 让 人 看 五味俱全,1,0,0,1,0,0,0,0,Anxiety
每 一个 人 都 会 老 但 不一定 老 一定 这 副 境地,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
许多 人 可能 没 这 地步 就 寿终正寝 所以 并不 关心 老龄化 问题,0,0,0,1,0,0,0,0,Sorrow
目前 医学 还 没 办法 不 让 大脑 萎缩 什么 器官 都 可能 换 掉 但 大脑 不 可能 换 掉 就算 今后 科学 发达 大脑 也 可以 换 新 但 换 也 就 不 你,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
医学 可悲 在于 局限,0,0,0,1,0,1,0,0,"Sorrow,Hate"
生老病死 人生 几 层面 状态 仔细 想想 很 深 哲学 问题 一两 句 话 也 说 不 清楚 没 人 怕生 但 没 人 不怕 老 不怕 病 不怕死,0,0,1,1,0,0,0,0,Expect
自然界 不管 你 怕 不怕 它 一定 按照 规律 生老病死 万物 轮回,0,0,0,1,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
知道 这 点 就 应该 珍惜 年富力强 照顾 别人 衰老 病重 今天 老人院 书法展 览 上 看见 一老 人 写下 不惜 身 命 四 字 时 心中 感慨万千,0,0,0,1,1,0,0,0,"Sorrow,Expect"
我被 新浪 评 上 本 年度 文化 人物 多少 有些 意外 主要 本来 不 上网 只是 ２００８年 开始 新浪 开 博客 以 感谢 来自 多方 网友,1,0,0,0,0,0,1,0,"Joy,Surprise"
网络 好处 即时 沟通 没有 界限,1,0,0,0,0,0,0,0,Joy
过去 与 生人 沟通 程序 复杂 人数 也 极为 有限 但 网络 给 新 交流 方式 与 机会,1,0,0,0,0,1,0,0,Joy
所以 荣幸 地 被 评 上 今年 新浪 年度 文化 人物 沾 新浪 光 沾 网络 光,0,1,0,0,0,0,0,0,Joy
这 年 让 我对 网络 新 感受 此 真诚 地 向 网友 们 致谢 ： 你们 每天 回帖 都 看 很多 时候 深受 感动 很多 时候 非常 快乐 谢谢你们,1,1,0,0,0,0,0,0,Joy
生活 一个 前所未有 网络 时代 这 代 幸运 ； 看见 历史 这 代 人 存续 时间 内 发生 巨变 非常 难得,1,1,0,0,0,0,0,0,Joy
推动 历史 文明 进程 一百 人 东汉 蔡伦 原因 他 发明 纸张 使得 信息 浓缩 让 汗牛充栋 学富 五车 成为 历史 成为 成语 让 鸡毛信 变 得 有效 隐蔽 藏 羊 尾巴 下 羊 不知 敌人 也 不知,1,0,0,0,0,0,0,0,Love
今天 信息 浓缩 大大 超越 纸 发明 多少 信息 一个 Ｕ 盘 就 可以 带走 不怕 泄密 话 还 可以 网上 即 送 即 达,1,0,0,0,0,0,0,0,Joy
人类 信息 传递 空间 上 几乎 没有 再 能 挤压 空间 ； 想想 能 亲历 这 变化 就 会 激动 无比,0,1,0,0,0,0,0,0,Joy
受惠 于 网络 受惠 于 新浪 受惠 于 网友 理应 感恩 而 昨晚 新浪 盛典 口号 就 ： 感恩 · 成就 · 梦想,1,1,0,0,0,0,0,0,"Love,Joy"
火山 极端 地质 活动 对于 人类 十分 危险,0,0,1,0,0,0,0,0,Anxiety
过去 看见 火山 都 电视 上 也 知道 北海道 火山 有名 但 觉得 离 它 很 远 谁知 人生 天 让 离 北海道 火山 这么 近,1,0,1,0,0,0,0,0,"Sorrow,Surprise"
下车 北海道 有珠 火山 还 冒 着 浓浓 白 烟 近在咫尺,0,0,1,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
２０００年 ３月 北海道 休眠 ２３ 年 火山 又 爆发 高 达 １２０００ 米 喷 烟 顷刻 笼罩 着 洞爷湖 地区,0,0,1,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
火山 科学馆 用 现代 技术 完整 地 记录 此次 火山 爆发 许多 灾 实物 也 搬进 科学馆 用 事实 说话,0,0,1,0,0,0,0,0,Love
极度 弯曲 铁轨 让 人 惊叹 大自然 力量 被 火山 喷发 带 向 天空 石头 砸 损 路面 及 车辆 让 人 不寒而栗,0,0,1,1,0,0,1,0,"Anxiety,Sorrow"
我是 以 观光者 身份 看待 火山 爆发 与 当时 面临 地质 灾难 人们 心境 着 天壤之别,0,0,1,1,0,0,0,0,Surprise
电视片 纪录 当时 恐怖 画面 坐 演示厅 内 座椅 感受 震动 让 人 身临其境,0,0,1,0,0,0,0,0,"Anxiety,Sorrow"
